names,sex
إنارة,F
إنتباه,F
إِنْجِيل,F
إِنْجِيلة,F
إنشا,F
إنْشَاد,F
إِنْعَام,F
إِنْهَال,F
إهداف,F
إِهْلَال,F
إِيَّان,F
إِيثَار,F
إِيحَاء,F
إِيْدَاع,F
إيراء,F
إِيْضَاح,F
إِيْفَاء,F
إيلاف,F
إِيْمَاء,F
إيمان,F
إيماني,F
إِيْنَاس,F
إِيهَام,F
إِيْوَاء,F
ئاواز,F
ئاوین,F
ئاوێنە,F
ئەسرین,F
ئەڤین,F
ئەلوەند,F
ابتسامة,F
ابْتِهَال,F
ابريشم,F
احترام,F
احْتِشام,F
اِحسانه,F
اختر,F
ارباب,F
ارتا,F
ارتقاء,F
ارته دخت,F
ارغوان,F
ارمغان,F
اَرنَواز,F
اروش,F
اروين,F
اريز,F
ازدهار,F
ازل,F
استقلال,F
اسراء,F
اعتماد,F
افتخار,F
افرا,F
افروز,F
افروزه,F
افريشم,F
افزا,F
افزون,F
افسانه,F
افشان,F
اكليل,F
العذراء,F
الماز,F
الماس,F
الماش,F
النور,F
الوند,F
اليِناءْ,F
امانت,F
امة النافع,F
امتثال,F
انار,F
اناست,F
اناقت,F
انبساط,F
انبهاج,F
انتشال,F
انتصار,F
انتظار,F
انتهاء,F
انجاح,F
انجام,F
انجمن,F
انسِجَام,F
انْشَرَاح,F
انْشِرَاح,F
انشراف,F
انصاف,F
انفصال,F
انوش,F
انوشه,F
اهواز,F
اوان,F
اَوستا,F
ايواز,F
بَاحِثَة,F
بادر,F
بادرا,F
بَادِرَة,F
باران,F
بارزة,F
بَارِزيَّة,F
بَارِكا,F
بَارِكَة,F
بازَة,F
بَازِجَة,F
بَازِرَة,F
بازرية,F
بازغة,F
باسِطَة,F
بَاسِقَة,F
بَاسِلَة,F
بَاسْمَا,F
باسِمة,F
بَاسِميّة,F
بَاسِمِين,F
باغِشَة,F
باقات,F
بَاقَة,F
باقية,F
بَاكِرَة,F
بالي,F
بان,F
بانة,F
بانو,F
بَاهِرَة,F
باهري,F
باهِريَّة,F
باوان,F
بَتِعَة,F
بَتْلَاء,F
بَتْلَة,F
بَتُوْل,F
بَتُوْلَة,F
بُتَيْلَة,F
بَثْنَة,F
بُثَيْن,F
بُثَيْنَاء,F
بُثَيْنَة,F
بُجُود,F
بَحْر,F
بُحُوْر,F
بُحَيْرَة,F
بَخْتَة,F
بَختيّة,F
بخشنده,F
بُخُوْر,F
بَخِيْتَة,F
بدا,F
بِدَار,F
بَدَايا,F
بِدَايَة,F
بدايت,F
بُدَّة,F
بَدْرَاء,F
بَدْرَان,F
بَدْرَة,F
بَدْرِي,F
بدرية,F
بَدْها,F
بُدُوْر,F
بُدُوْرِيَّة,F
بَدُوْعَة,F
بَدَويَّة,F
بَدِيْدَة,F
بُدَيْدَة,F
بُدَيْرَة,F
بَدِيْعَة,F
بَدِيْلَة,F
بَدِيْهَة,F
براء,F
بَرَاعِم,F
بَرَّاهة,F
بَرَايِك,F
برجا,F
بَرْجَاء,F
برجيس,F
بَرْقَة,F
بركة,F
بُرْهَانَة,F
بَرْهَمة,F
بريئة,F
بريّة,F
بُرَيْكَات,F
بِزْرَة,F
بُزُور,F
بَسَالَة,F
بسامة,F
بستان | بوستان,F
بُسْرَاق,F
بَسْما,F
بسمت,F
بَسُّومة,F
بَسِيمَاء,F
بسيمة,F
بَشَارَة,F
بِشارة,F
بِشارت,F
بَشْرَة,F
بِشْرة,F
بُشْرَى,F
بُشْرِيّ,F
بِشْرِيّ,F
بَشُورة,F
بَشُوْش,F
بَشُوشَة,F
بَشِيْرَة,F
بَشِيشة,F
بصائر,F
بَصيرا,F
بصيرة,F
بقاء,F
بُكْرَة,F
بَلَاغة,F
بُلْبُل,F
بُلَّة,F
بِلَّة,F
بَلْجة,F
بلقيس,F
بِلْقِيْس,F
بُلُوج,F
بَلُوْجَة,F
بَلِيْغَة,F
بُلَيْنَة,F
بَنان,F
بنفشه,F
بِه آفرين,F
بهار,F
بهار بانو,F
بهاران,F
بهارك,F
بهاره,F
بهامين,F
بَهَايَة,F
بِهدخت,F
بَهْرَاء,F
بهرخ,F
بهسا,F
بِهشت,F
بِهَشتِه,F
بِهشيد,F
بهناز,F
بِهي,F
بَهِيّة,F
بهيجة,F
بَهِيرة,F
بَهِيلَة,F
بِهين,F
بِهينا,F
بَهِينَة,F
بەهەشت,F
بَوَاسِم,F
بَيَان,F
بيتا,F
بَيْدَاء,F
بَيْضَاء,F
بينا,F
بيِّنَات,F
بَيِّنَة,F
پارلا,F
پارمین,F
پانيذ,F
پانیا,F
پدیده,F
پَرتو,F
پَرديس,F
پَرژین,F
پُرسا,F
پرستش,F
پرستو,F
پُرگل,F
پَرنا,F
پَرَند,F
پَرَنديس,F
پَرَنسا,F
پرنگ,F
پُرنوش,F
پَرنيا,F
پَرنيان,F
پَروا,F
پروانه,F
پَرور,F
پُروشات,F
پروين,F
پروين‌دخت,F
پري,F
پريا,F
پريان,F
پري‌چهر,F
پري‌چهره,F
پريدخت,F
پري‌رخ,F
پري‌زاد,F
پَريسا,F
پَريسان,F
پري‌سيما,F
پري‌شاد,F
پري‌گل,F
پري‌ماه,F
پَرينا,F
پري‌ناز,F
پرينوش,F
پریوش,F
پگاه,F
پەریوەش,F
پوران,F
پوران‌دخت,F
پونا,F
پونه,F
پويه,F
پيرایه,F
پيروزه,F
پيوند,F
پینار,F
تائبة,F
تابان,F
تابِث,F
تَابِعَة,F
تابنده,F
تاج الله,F
تاجدار,F
تارا,F
تازا,F
تَالِيَة,F
تَامِرَة,F
تَبَارَك,F
تِبْرَة,F
تَبَرُّك,F
تَبْصِير,F
تِبْهَاج,F
تَثْمِيرة,F
تَحْرِير,F
تَحْسِيْن,F
تحميد,F
تَدْبِير,F
تَدْرِيس,F
تُرَاث,F
تَرَاشُد,F
ترانه,F
تِرْحَاب,F
تَرْحِيب,F
تَرْخِيم,F
تُرْفَة,F
تَرْقِيَة,F
تُرَيْفَة,F
تَزْكِيَة,F
تَزَيُّن,F
تَزْيِين,F
تَسَامُح,F
تَسَاهِير,F
تَسْطِير,F
تَسْعَد,F
تَسْكِين,F
تَسْمِيَة,F
تَسْنِيْم,F
تَصْوِير,F
تطهير,F
تَعَال,F
تَعْزَاز,F
تَغْرِيد,F
تفهيم,F
تَقَدُّم,F
تَكريم,F
تَمَاثُل,F
تَمَّامَّة,F
تَمَسُّك,F
تمنّى,F
تَمْهِيد,F
تِنْجال,F
تَنْعِيم,F
تَهَانِي,F
تَهْذِيب,F
تَهِلَّة,F
تهمينه,F
تَوَّابة,F
تَوَاد,F
تَوْبَات,F
توتيا,F
تَوْحِيدَة,F
تَوَدُّد,F
توران,F
تَوْفِيقَة,F
تَوقُّر,F
تيام,F
تَيْدَة,F
تَيْسِيرَة,F
تَيْمُورة,F
تينا,F
تِينَا,F
تِينَات,F
تَيْهَاء,F
تِيْهَة,F
ثائِرة,F
ثَابَة,F
ثَابِتَة,F
ثَاقِبَة,F
ثَامِرَة,F
ثَايِبة,F
ثَرَاء,F
ثَرْوة,F
ثروت,F
ثُرَيَّا,F
ثُرَيَّات,F
ثُمَامَة,F
ثَمْرَاء,F
ثَمَرَة,F
ثَمْرِيْن,F
ثَمِينَة,F
ثَنَا,F
ثَنَاي,F
ثَوَّاب,F
ثَوَّابة,F
ثوبة,F
ثَوْبَت,F
ثَوْرَة,F
ثَوْرَت,F
ثُوَيْب,F
ثويبة,F
جابرة,F
جَاسِمَة,F
جان افروز,F
جانان,F
جَاهِدة,F
جَاهِزَة,F
جَبَّاء,F
جَبَّادة,F
جِبَالَة,F
جَبْراء,F
جَبْرَة,F
جَبَل,F
جَبْلَة,F
جُبْلة,F
جَبِيهَة,F
جُبَيْهَة,F
جُدّ,F
جَدِيْرَة,F
جَذَل,F
جَزَاء,F
جَزِيلا,F
جَزِيلة,F
جَعْفُورَة,F
جَعْفِيرَة,F
جَمَالَة,F
جُمَانَة,F
جَمْلَاء,F
جُمَلَاء,F
جُمْلانة,F
جَمْلَة,F
جَمِيلَا,F
جميلة,F
جَنَّات,F
جِنَان,F
جِنَاني,F
جنّة,F
جنينة,F
جُنَيْنَة,F
جِهَادة,F
جهان,F
جُهْد,F
جَهْدَاء,F
جَهُودَة,F
جُهَيْنَة,F
جوانه,F
جَواهر,F
جَوَاهَر,F
جَوْد,F
جُود,F
جَوْدَة,F
جُودَة,F
جَوْدَت,F
جُودِيّ,F
جُودِيَّة,F
جَوْهَر,F
جَوْهَرَة,F
جويرية,F
جَيِّدة,F
جِيدَة,F
چراغ,F
چشيده,F
چكامه,F
چمن,F
چمن آرا,F
چمن گل,F
چمن‌ناز,F
چهره,F
چیمەن,F
حاتمة,F
حاذقة,F
حَارِثَة,F
حَاسِنَة,F
حَالِيَة,F
حامدة,F
حُبّ,F
حُبَاب,F
حَبَّابة,F
حُبَابة,F
حُبَّة,F
حَبْريَّة,F
حَبَق,F
حَبِيبَة,F
حُبَيْبَة,F
حَبيبيّة,F
حَثِيثَة,F
حِدَّة,F
حديث,F
حَدِيقَة,F
حَرَاير,F
حَرْز,F
حَرْزَانة,F
حَرِيم,F
حَزْمِيَّة,F
حَزِيمَة,F
حُسَامَة,F
حَسَنا,F
حسناء,F
حَسْنَات,F
حَسْنَاو,F
حَسَنَة,F
حَسْنَة,F
حُسْنَى,F
حُسْنِيَّة,F
حَسُّونَة,F
حَسِيمَة,F
حُسَيْمة,F
حَسِيْنَة,F
حُسَيْنة,F
حِشْمَة,F
حِشْمَت,F
حَشِيمَة,F
حُشَيْمة,F
حَضَارَة,F
حَطَّابَة,F
حَفِيظَة,F
حُفَيْظَة,F
حَفِيفَة,F
حَقَّات,F
حِكْمَة,F
حِكْمَت,F
حَكِيْمَةٌ,F
حَلَا,F
حُلَا,F
حَلاة,F
حَلَّامة,F
حَلَاوَة,F
حُلَّة,F
حِلْف,F
حُلْو,F
حُلْوَة,F
حَلُّومَة,F
حُلْوِي,F
حِلْيَة,F
حُماة,F
حَمَّاتة,F
حَمَّادة,F
حَمَّادِية,F
حَمَاسَة,F
حَمَامَة,F
حِمَاية,F
حِمَايت,F
حمداء,F
حَمْدَانة,F
حَمْدَت,F
حمديّة,F
حَمْرَاء,F
حَمْزِيَّة,F
حَمُّودة,F
حَمُّوزة,F
حِمَى,F
حَمْيَاء,F
حميدة,F
حَمِيْدت,F
حُمَيْرَاء,F
حَمِيْم,F
حَمِيمَة,F
حَنان,F
حَنَّانَة,F
حَنَّة,F
حَنْسَاء,F
حَنْوَا,F
حَنُّوفة,F
حَنُون,F
حُنُون,F
حَنُونة,F
حَنِيفَا,F
حَنِيفَة,F
حُنَيْفة,F
حَنِيفِيَّة,F
حنين,F
حَنين,F
حَوَّاء,F
حور,F
حوراء,F
حوروش,F
حوري,F
حوريا,F
حوريّة,F
حَيَاء,F
حَيَاة,F
حَيْدَرَا,F
حَيْدرة,F
حَيِيَّة,F
خاطره,F
خالِدَة,F
خالِصة,F
خَالِية,F
خاور,F
خِبْرة,F
خَبِيرَة,F
خجسته,F
خَدُوجة,F
خَدِيجة,F
خرامان,F
خُزَيْمَة,F
خَصَّابة,F
خِصْبة,F
خَصِيبة,F
خُصَيْبة,F
خَضَّارة,F
خُضَارة,F
خَضْراء,F
خُضْرَة,F
خَضْرَت,F
خُطَا,F
خَطْرة,F
خَطِيبة,F
خَفِيفة,F
خِلال,F
خُلَّة,F
خَلْدا,F
خَلْصَت,F
خِلْفة,F
خِلْفَت,F
خُلُود,F
خلولة,F
خَلِيدَة,F
خُلَيْصَة,F
خليف,F
خليفة,F
خُلَيْفة,F
خليلة,F
خِمَار,F
خَمَرَة,F
خِمْرَة,F
خَوَاطِر,F
خوب‌‌چهر,F
خَوْدَان,F
خورشيد,F
خَوْلَة,F
خُوَيْد,F
خُوَيْرة,F
خَيَال,F
خِير,F
خِيرَا,F
خَيْراتٌ,F
خيّرة,F
خَيْرَةٌ,F
خَيْرِيّة,F
دأماء,F
دَؤوب,F
دائمية,F
دارية,F
داليا,F
دانا,F
دانش,F
دَانِيَة,F
دايانا,F
دَبِيْر,F
درافشان,F
دُرَّة,F
درخشان,F
درخشنده,F
دردانه,F
دُرَر,F
دُرسا,F
دُرنا,F
دُرناز,F
درەخشان,F
دريا,F
درياب,F
درية,F
دُرين,F
دعاء,F
دُفْقَة,F
دل,F
دل آرام,F
دل افروز,F
دلارا,F
دِلَالَة,F
دلباز,F
دلبر,F
دلدار,F
دلربا,F
دلشاد,F
دَلْكَة,F
دلكش,F
دَلْمَا,F
دَلْمَة,F
دلناز,F
دلنواز,F
دَلْو,F
دَلْوَة,F
دَلِيلة,F
دڵنیا,F
دُنَى,F
دُنْيَا,F
دُهاة,F
دَهِيَّة,F
دَهْيَة,F
دوست,F
دَوْلَة,F
دولت,F
دوْماء,F
دَوْمَة,F
دۆست,F
ديانا,F
دِيَانَت,F
دِيْبَاح,F
ديدار,F
ديما,F
دِيمة,F
دينار,F
دِينارة,F
ذَابِرَة,F
ذَاخِرَة,F
ذارية,F
ذروة,F
ذَرَى,F
ذَكاء,F
ذَكَاوَت,F
ذِكْر,F
ذكرى,F
ذِكْرَيَات,F
ذهب,F
ذَهَبِيّة,F
ذهن,F
ذهني,F
ذُهْنِيَّة,F
ذِهْنيَّة,F
ذُهَيْبَة,F
ذَهِيْنَة,F
ذُو الحِجّة,F
ذوينة,F
رَءُوفة,F
رَأفة,F
رُؤْيَا,F
رَئِيْسَة,F
رئيفة,F
رائدة,F
رائفة,F
رائمة,F
رَابِحات,F
رَابحة,F
رَابِعَة,F
راتية,F
رَاثَان,F
رَاجِحَة,F
رَاحَة,F
راحلة,F
راحمة,F
رَاسِية,F
رَاغِبة,F
رَافِدَة,F
رَاكِدَة,F
راما,F
رامش,F
رامينا,F
رامينه,F
رَانِيَة,F
رايا,F
رَبَاء,F
رَبَاب,F
رُبَاب,F
رِبَاب,F
رَبْوَة,F
رُبَى,F
رَبِيْبَة,F
رَبيحة,F
رُبَيْحة,F
رَجَايَة,F
رَجْوَاء,F
رُحاب,F
رِحاب,F
رَحْبَت,F
رَحْقَة,F
رَحْمَانَة,F
رَحمة,F
رَحْمِي,F
رَحْمِيَّة,F
رَحُومَة,F
رَحِيبَة,F
رُحَيْبَة,F
رَحِيْل,F
رَحِيْلَة,F
رُحَيْلَة,F
رَحِيما,F
رحيمة,F
رُحَيْمة,F
رَخَاء,F
رُخَاء,F
رَخشان,F
رَخشنده,F
رَخْص,F
رَخَمَة,F
رَخُومة,F
رَخِيمَة,F
رَدِه,F
رَزان,F
رَزَانَة,F
رِزْقَا,F
رِزْقة,F
رَزْنَة,F
رَزِيْن,F
رَزِينة,F
رُزَيْنة,F
رُسُل,F
رِسْلِيَّة,F
رَشَا | رَشَاء,F
رَشَّادَة,F
رَشْدَاء,F
رُشَدَاء,F
رَشِيدا,F
رَشِيدَة,F
رَشِيقة,F
رَصِيفَة,F
رَصِيْنَة,F
رضا,F
رضوان,F
رَضْوَى,F
رعناء,F
رَغَّاد,F
رَغْدَة,F
رَغْدِيَّة,F
رَغُوبة,F
رَغِيبة,F
رَغِيدَة,F
رُغَيْدَة,F
رِفَاء,F
رِفَاعَة,F
رِفَاق,F
رَفَاهِية,F
رِفْعَت,F
رفقة,F
رِفْقَت,F
رَفُوع,F
رَفِيدَة,F
رُفَيْدَة,F
رُفَيدِيَّة,F
رَفِيْعَة,F
رَفِيفَة,F
رفيقة,F
رَقَّة,F
رِقَّة,F
رُقَيَّات,F
رقية,F
رَقْيَة,F
رقيمة,F
رَكْنَة,F
رَكِينَة,F
رَمْزَة,F
رمزية,F
رَمْلَاء,F
رَمْلَة,F
رَمْلَت,F
رُمَيْسَة,F
رُمَيْصَاء,F
رَنَّادا,F
رَنْدة,F
رنين,F
رَهَاء,F
رِهَام,F
رَهايف,F
رهْد,F
رَهِيف,F
رهيفاء,F
رُهَيْمة,F
رَوَاء,F
رُوَاء,F
رَوَاشِد,F
رَوَاشِدَة,F
رَوَايِح,F
روبيتا,F
رَوْثن,F
رَوْح,F
روحان,F
روحانا,F
رَوْحَة,F
رَوْحية,F
رودابه,F
روزا,F
روشا,F
روشان,F
روشن,F
روشنك,F
رُوفَا,F
روفة,F
رَوْفِيّة,F
رُومينا,F
روهينا,F
رويحة,F
رُوَيْحة,F
رُوَيْد,F
رويدا,F
رُويدة,F
رُوَيْضَة,F
رُوَيِّفة,F
رَيَّا,F
رِيَاح,F
ريَّان,F
ريحان,F
ريحانة,F
رَيْدا,F
رَيْدَة,F
رِيم,F
رِيَمة,F
زَائِدَة,F
زَائِرَة,F
زَادَة,F
زَارَة,F
زاريا,F
زَاكِيَة,F
زَاهِدَة,F
زاهرة,F
زاهية,F
زايدة,F
زَايِرَة,F
زبرين,F
زُبَيْدَة,F
زَر,F
زر افشان,F
زرآب,F
زرقا بانو,F
زرقا حبيبه,F
زرقا سلطانه,F
زرقاء,F
زرگل,F
زرگون,F
زرگونه,F
زرناب,F
زريان,F
زريرة,F
زرين,F
زرينه,F
زَغَاليل,F
زَغْلُوْلَة,F
زَكَاة,F
زَكِيَّة,F
زلطان,F
زلطانه,F
زُلْفَى,F
زَلُوج,F
زِمال,F
زمانه,F
زُمر,F
زمرد,F
زمردة,F
زميلة,F
زَنْبَقِيّ,F
زَنُورة,F
زنيرة,F
زنيره,F
زُهاء,F
زُهْدِيَّة,F
زُهْر,F
زهراء,F
زَهْرَة,F
زُهرة,F
زَهْرِيّة,F
زُهْرِيَّة,F
زَهْو,F
زهوة,F
زهور,F
زُهَيَّة,F
زَهيرا,F
زُهَيْرا,F
زهيرة,F
زَهِيْرَة,F
زەریا,F
زەڕگۆنا,F
زوال,F
زوالة,F
زونة,F
زُوَيْتِن,F
زَويلة,F
زُويلة,F
زُوَيْلَة,F
زيادة,F
زِيَارَة,F
زَيَّان,F
زِيان,F
زَيَّانا,F
زَيَّانَة,F
زِيَانَة,F
زيب,F
زيبا,F
زيبا طلعت,F
زيبارو,F
زيبنده,F
زَيْتُون,F
زَيْتُونة,F
زَيْن,F
زَيْنَبَة,F
زينة,F
زَينة,F
زيور,F
زێوەر,F
ڕەها,F
ڕوناک,F
ڕۆزا,F
ڕۆژا,F
ڕۆژان,F
ڕۆژبین,F
ڕۆژیا,F
ڕۆژیار,F
ڕۆژین,F
ڕۆشنا,F
ژاسمن,F
ژاسمين,F
ژاله,F
ژیلا,F
ژینا,F
ژینو,F
سؤدد or سودد,F
سَائِحَة,F
سَائِدَة,F
سابقة,F
سَاجِدَة,F
ساحله,F
سَادَات,F
سارا,F
ساران,F
سارة,F
سَارِحة,F
سارگل,F
سَارِيَة,F
سارينا,F
سازگار,F
سَاكِنَة,F
سَالِكَة,F
سالمة,F
سَالِي,F
سَامِعة,F
سَامِكَة,F
سامه,F
سَامِي,F
سامينا,F
سانا,F
ساناز,F
سانيا,F
ساهِرةٌ,F
سَايِدة,F
ساينا,F
سایە,F
سَبُعَة,F
سبيل,F
سُبَيْل,F
سبيلة,F
سپيده,F
سپێدە,F
سَتَّارَة,F
ستاره,F
ستايش,F
سَتْر,F
ستوده,F
سِتيا,F
سُتَيت,F
سَتِيرة,F
سَجْدَاء,F
سَجيدة,F
سُجَيْدة,F
سحرگل,F
سحرناز,F
سَخِيّة,F
سَدَدَة,F
سِدرة,F
سدرة المنتهى,F
سَدِينة,F
سُدَيْنة,F
سَرَّاء,F
سَرَاب,F
سَرّات,F
سِرَاج,F
سَرايا,F
سَرَاية,F
سِرَاية,F
سرمه,F
سَرو,F
سَرْوَة,F
سَروگل,F
سروناز,F
سروي,F
سروين,F
سرينا,F
سِعاد,F
سَعَادة,F
سَعَادت,F
سَعَايِدة,F
سَعْتَرة,F
سَعْداء,F
سُعَداء,F
سَعْدَانة,F
سَعْدُونة,F
سعدية,F
سَعْفَة,F
سعودة,F
سَعْيَة,F
سَعِيدَا,F
سَعِيدَانة,F
سَعِيدة,F
سُعَيْدَة,F
سَفّانة,F
سَفِيرة,F
سَفِينة,F
سُكَّر,F
سُكْنَة,F
سُكْنِيَّة,F
سَكِينَة,F
سُكَيْنَة,F
سِلَام,F
سلامة,F
سَلْسَبِيل,F
سَلْسَبِيلة,F
سُلْطَانة,F
سَلْطَنة,F
سُلَمَاء,F
سلمى,F
سُلْوَان,F
سَلْوَة,F
سَلُوفَة,F
سُلُوفَة,F
سَلُومَة,F
سَلْوَى,F
سَلِيطا,F
سَلِيْطَة,F
سَلِيمَا,F
سُلَيْمَا,F
سَلِيمات,F
سُلَيْمات,F
سليمة,F
سُلَيْمَة,F
سَلينا,F
سُلَيْوة,F
سَمَا,F
سَمَاء,F
سَمَائِي,F
سَمَاح,F
سَمَاحا,F
سَمَاحَة,F
سَمَارا,F
سَمَارَة,F
سَمّارة,F
سِمَارَة,F
سمانتا,F
سَمَاوات,F
سَمَاوة,F
سَمَاوِي,F
سِمّة,F
سَمْتَة,F
سَمْحَاء,F
سَمْحة,F
سَمْحِيَّة,F
سَمَر,F
سَمَرَ,F
سَمْعَانة,F
سَمَن,F
سمن رخ,F
سمن ناز,F
سُمُوّ,F
سَمْيَاء,F
سَمِيَّان,F
سُمَيَّة,F
سَمِيْحَة,F
سُمَيْحَة,F
سُمَيْرَاء,F
سميرة,F
سُمَيْرَة,F
سميكة,F
سَنا,F
سَناء,F
سَنَابِل,F
سنايا,F
سناية,F
سِنْبال,F
سُنْبُل,F
سُنْبُلَة,F
سَنَّة,F
سُنَّة,F
سِنّة,F
سَنْدَة,F
سُنْدُس,F
سَنَن,F
سُنَن,F
سُنُود,F
سُنْيَا,F
سَنِيَّات,F
سَنِيّة,F
سُهَا,F
سِهَاب,F
سُهَاد,F
سَهْلَة,F
سهلت,F
سُهَيْرَةٌ,F
سهيلاء,F
سُهَيْلَة,F
سهيمة,F
سواء,F
سَوَاء,F
سودة,F
سورا,F
سُورَة,F
سورمە,F
سورينا,F
سوزان,F
سوسن,F
سَوْسَنة,F
سوگند,F
سوما,F
سونا,F
سوناي,F
سويدة,F
سُوَيْدِس,F
سُوَيْراء,F
سُوَيْمَة,F
سِيَاده,F
سِيَاق,F
سَيْحَة,F
سِيَرا,F
سيران,F
سيرانوش,F
سِيرَة,F
سيما,F
سيماب,F
سِيْنِيْن,F
شأن,F
شائقة,F
شَابِنَة,F
شَابِيَة,F
شاداب,F
شادان,F
شادلين,F
شادي,F
شَادِيَّة,F
شاديه,F
شَاذّة,F
شارا,F
شَارَة,F
شَارِقَة,F
شَاريّ,F
شازاد,F
شَافِيَت,F
شاكرت,F
شَاكِرِيَّة,F
شَامِخَة,F
شَامِسَة,F
شاناز,F
شاه‌پري,F
شَاهِدة,F
شَاهِرَة,F
شاهناز,F
شاهين,F
شايا,F
شايان,F
شايسته,F
شَايِقَة,F
شَبَّابة,F
شباهنگ,F
شَبْلَاء,F
شِبْلة,F
شَبنم,F
شَبِيبَة,F
شَبِيرَة,F
شَجَرة,F
شَجْعاء,F
شَجِيعة,F
شُجَيْعَة,F
شَذْرَة,F
شَرَارة,F
شَرَّاقة,F
شُرَفاء,F
شَرمين,F
شَرمينه,F
شَروفة,F
شُرُوق,F
شَرِيفة,F
شعله,F
شَغْف,F
شِفَاء,F
شُفَّافة,F
شَفَق,F
شَفَقَات,F
شَفْيَاء,F
شِفِّيَّة,F
شَفِيفَة,F
شَفِيْقَة,F
شُفَيْقة,F
شَقَائِق,F
شقايق,F
شَقْحَا,F
شَقْحَة,F
شَقْرة,F
شُقْرَة,F
شَقِرِيَّة,F
شُقرية,F
شُقُور,F
شُقَيْرا,F
شَقِيْرَة,F
شَكَّارة,F
شكرانه,F
شَكُوْرَة,F
شكوفا,F
شكوفه,F
شكوه,F
شكيبا,F
شكيلا,F
شَلَّال,F
شُلَيخة,F
شَمَّام,F
شَمَّامَة,F
شَمْخَة,F
شمرة,F
شمس,F
شمس جهان,F
شمسة,F
شمشاد,F
شَهَادَة,F
شَهْباء,F
شُهْبة,F
شُهَدَاء,F
شُهْدَة,F
شهدخت,F
شهربانو,F
شهرزاد,F
شهرو,F
شهزاد,F
شهگل,F
شهلاء,F
شَهْمَة,F
شُهَيْبَة,F
شُهَيْدة,F
شَهِيْرَة,F
شُهَيَرة,F
شهين,F
شَوَابّ,F
شَوْرَا,F
شُورَا,F
شورة,F
شَوْق,F
شَوْقَت,F
شَوْقيَّة,F
شُوَيْحة,F
شَيْخَاء,F
شيدا,F
شيدرخ,F
شيده,F
شِيرا,F
شيرين,F
شِيفَاء,F
شيفته,F
شيلا,F
شيلان,F
شَيَماء,F
شِيمة,F
شيوا,F
شێوە,F
صَائِبة,F
صَابِرة,F
صَاحِبة,F
صَاحِيَة,F
صَادِقَة,F
صارمة,F
صَاف,F
صَافِيَة,F
صَالِحَات,F
صالحة,F
صَايِبَة,F
صَايِرَة,F
صَبا,F
صِبا,F
صَبَاحة,F
صُبَاحة,F
صَبَّارة,F
صَبَّاغَة,F
صَبْحَاء,F
صُبَحَة,F
صُبْحة,F
صَبْري,F
صَبْرِيّة,F
صبغة,F
صَبُورَة,F
صَبِيبَة,F
صُبَيْبَة,F
صَبِيحَة,F
صُبَيْحَة,F
صَحارِي,F
صَحْبة,F
صُحْبَة,F
صَدَاقَة,F
صَدَف,F
صَدَفَة,F
صَدَقَات,F
صَدَقَة,F
صُدُوْر,F
صَدِيقَة,F
صُدَيْقَة,F
صِدِّيقة,F
صِرَاط,F
صريمة,F
صفاء,F
صُفَّة,F
صِفَة,F
صَفْوَات,F
صفوانة,F
صَفْوَة,F
صَفْوَت,F
صَفِيّ,F
صَفِيَّة,F
صَقْرَة,F
صَقْريّة,F
صَلَاة,F
صَلَوَات,F
صَلُّوحَة,F
صَلِيحة,F
صِمَّا,F
صَمَّادة,F
صَنْعاء,F
صَنُوْبر,F
صُهَيْبَة,F
صَوالح,F
صَوَالحة,F
صَوْلَة,F
صَيَّادَة,F
صِيَام,F
ضامرة,F
ضَامِنَة,F
ضَحَاء,F
ضحاكة,F
ضحك,F
ضُحَى,F
ضَحْيَا,F
ضَحْيَان,F
ضرغمة,F
ضرفاء,F
ضُرْمَة,F
ضَفَاء,F
ضِفَاف,F
ضَمَائِر,F
ضمير,F
ضوء فشان,F
ضَوْئِيَّة,F
ضوريز,F
ضوريزه,F
ضونة,F
ضياء,F
ضَيْغَم,F
ضَيْغَمَة,F
ضيفة,F
طارقة,F
طَالِبَة,F
طاهرة,F
طَاوُس,F
طَايِلَة,F
طَرْخُونَة,F
طَرِيفَة,F
طِعْمَة,F
طَفْلَة,F
طَفْلِي,F
طَلْعَة,F
طلعت,F
طَهِيرَة,F
طَوَاف,F
طُوْبَى,F
طُوفَان,F
طَوْلَة,F
طَوِيلَة,F
طَيِّبَات,F
طَيّبَة,F
طَيْبَة,F
ظافرة,F
ظِبَأء,F
ظَبيّ,F
ظُبِيّ,F
ظَبْيَة,F
ظَرْفَات,F
ظُرْفَة,F
ظَرِيْفَة,F
ظَفَر,F
ظفيرة,F
ظل,F
ظل إلهي,F
ظل القمر,F
ظل الله,F
ظل قمر,F
ظل يزدان,F
ظِلال,F
ظلة,F
ظُلَّة,F
عَائِدَة,F
عائشة,F
عائضة,F
عَابِدَة,F
عَابِرَة,F
عَاتِق,F
عَاتِقَة,F
عَاتِكَة,F
عَادِلَة,F
عارشة,F
عَارِفَة,F
عَازِلَة,F
عَاشِقَة,F
عاشية | آشية,F
عَاصِفَة,F
عاصمة,F
عَاطِرَة,F
عَاطِفَة,F
عاطفه,F
عاطية,F
عَافَة,F
عافرة,F
عَافِيَة,F
عَافِيَت,F
عَافِيْن,F
عَاقِبَة,F
عَاقِل,F
عَاقِلَة,F
عَاكِفَة,F
عَالَم,F
عالم آرا,F
عالم افروز,F
عَالِمَة,F
عالية,F
عَامِرَة,F
عاملة,F
